,dish_name,prompt,sub_prompt,response_txt,finish_reason
45,Roti,"I want to make a dish, Name of the Dish : ""Roti"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Roti,"

{
    ""dishName"": ""Roti"",
    ""howTo"": ""Mix the flour, salt and oil in a bowl. Add water gradually to form a soft dough. Knead the dough for 5-7 minutes until it turns soft and pliable. Make small balls of the dough and roll them into thin circles. Heat a tawa and place the rolled roti on it. Cook on both sides until golden brown spots appear. Serve hot with any curry of your choice."",
    ""ingredients"": [
        ""Wheat Flour"",
        ""Salt"",
        ""Oil"",
        ""Water""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Wheat Flour</td><td>2 cups</td></tr><tr><td>Salt</td><td>1 teaspoon</td></tr><tr><td>Oil</td><td>2 tablespoons</td></tr><tr><td>Water</td><td>As required</td></tr></table>""
}",stop
46,Roti,"I want to make a dish, Name of the Dish : ""Roti"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Roti,"

{
    ""dishName"": ""Roti"",
    ""howTo"": ""<p>Mix the flour, salt and oil in a bowl. Add water gradually and knead the dough until it is soft and pliable. Cover the dough with a damp cloth and let it rest for 15 minutes. Divide the dough into small balls. Roll out each ball into a thin circle. Heat a tawa (griddle) and place the rolled out roti on it. Cook it on both sides until it is golden brown. Serve hot.</p>"",
    ""ingredients"": [
        ""Flour"",
        ""Salt"",
        ""Oil"",
        ""Water""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Flour</td><td>2 cups</td></tr><tr><td>Salt</td><td>1 teaspoon</td></tr><tr><td>Oil</td><td>2 tablespoons</td></tr><tr><td>Water</td><td>1/2 cup</td></tr></table>""
}",stop
47,Roti,"I want to make a dish, Name of the Dish : ""Roti"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Roti,"

{
    ""dishName"": ""Roti"",
    ""howTo"": ""Mix together 1 cup wheat flour, 1/2 teaspoon salt, 1/2 teaspoon sugar and 3 tablespoons of oil. Add warm water and knead into a soft dough. Divide the dough into small balls. Roll out each ball into a thin circle. Heat a skillet over medium heat. Place the rolled out dough on the skillet. Cook for a few seconds and flip it over. Cook for a few more seconds and flip it again. Apply oil on both sides of the roti and cook for a few more seconds. Remove from heat and serve hot."",
    ""ingredients"": [
        ""Wheat Flour"",
        ""Salt"",
        ""Sugar"",
        ""Oil"",
        ""Warm Water""
    ],

    ""requiredQuantity"": ""<table><tr><td>Wheat Flour</td><td>1 cup</td></tr><tr><td>Salt</td><td>1/2 teaspoon</td></tr><tr><td>Sugar</td><td>1/2 teaspoon</td></tr><tr><td>Oil</td><td>3 tablespoons</td></tr><tr><td>Warm Water</td><td>As needed</td></tr></table>""
}",stop
48,Coca-Cola Cake,"I want to make a dish, Name of the Dish : ""Coca-Cola Cake"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Coca-Cola Cake,"

{
    ""dishName"": ""Coca-Cola Cake"",
    ""howTo"": ""<p>Preheat oven to 350°F (175°C). Grease and flour a 9x13 inch baking pan. In a large bowl, combine cake mix, melted butter, eggs and Coca-Cola. Beat for 2 minutes at medium speed. Pour batter into prepared pan. Bake for 35 minutes or until a toothpick inserted into the center of the cake comes out clean. Cool for 10 minutes before frosting.</p><p>To make the frosting, melt butter in a medium saucepan. Stir in cocoa and Coca-Cola. Bring to a boil, stirring constantly. Boil for 1 minute. Remove from heat and stir in powdered sugar and vanilla. Beat until smooth. Spread over cooled cake.</p>"",
    ""ingredients"": [
        ""Cake mix"",
        ""Butter"",
        ""Eggs"",
        ""Coca-Cola"",
        ""Butter"",
        ""Cocoa"",
        ""Powdered sugar"",
        ""Vanilla""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Cake mix</td><td>1</td></tr><tr><td>Butter</td><td>1/2 cup (melted)</td></tr><tr><td>Eggs</td><td>3</td></tr><tr><td>Coca-Cola</td><td>1 cup</td></tr><tr><td>Butter</td><td>1/2 cup (melted)</td></tr><tr><td>Cocoa</td><td>1/4 cup</td></tr><tr><td>Powdered sugar</td><td>2 cups</td></tr><tr><td>Vanilla</td><td>1 teaspoon</td></tr></table>""
}",stop
49,Coca-Cola Cake,"I want to make a dish, Name of the Dish : ""Coca-Cola Cake"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Coca-Cola Cake,"

{
    ""dishName"": ""Coca-Cola Cake"",
    ""howTo"": ""Preheat oven to 350°F (177°C). Grease and flour a 9x13 inch pan. In a medium bowl, whisk together the cake mix, Coca-Cola, oil, and eggs until combined. Pour batter into prepared pan. Bake for 35 minutes or until a toothpick inserted into the center comes out clean. For the frosting, in a medium saucepan, bring the Coca-Cola, butter, and cocoa powder to a boil. Boil for 1 minute, stirring constantly. Remove from heat and stir in the powdered sugar and vanilla. Beat until smooth. Spread over cooled cake."",
    ""ingredients"": [
        ""Cake Mix"",
        ""Coca-Cola"",
        ""Oil"",
        ""Eggs"",
        ""Butter"",
        ""Cocoa Powder"",
        ""Powdered Sugar"",
        ""Vanilla""
    ],

    ""requiredQuantity"": ""Cake Mix - 1 box<br>Coca-Cola - 1 cup<br>Oil - 1/2 cup<br>Eggs - 3<br>Butter - 1/2 cup<br>Cocoa Powder - 1/2 cup<br>Powdered Sugar - 3 cups<br>Vanilla - 1 teaspoon""
}",stop
50,Coca-Cola Cake,"I want to make a dish, Name of the Dish : ""Coca-Cola Cake"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Coca-Cola Cake,"

{
    ""dishName"": ""Coca-Cola Cake"",
    ""howTo"": ""<ol><li>Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.</li><li>In a medium bowl, stir together the cake mix, melted butter, 1 egg, and 1 can of Coca-Cola. Beat for 2 minutes, and pour into the prepared pan.</li><li>Bake for 25 to 30 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.</li><li>In a medium bowl, mix together the powdered sugar, cocoa, butter, and remaining can of Coca-Cola. Spread over the cooled cake.</li></ol>"",
    ""ingredients"": [
        ""Cake Mix"",
        ""Butter"",
        ""Eggs"",
        ""Coca-Cola"",
        ""Powdered Sugar"",
        ""Cocoa""
    ],

    ""requiredQuantity"": ""<table><tr><td>Cake Mix</td><td>1</td></tr><tr><td>Butter</td><td>1/2 cup, melted</td></tr><tr><td>Eggs</td><td>2</td></tr><tr><td>Coca-Cola</td><td>2 cans</td></tr><tr><td>Powdered Sugar</td><td>2 cups</td></tr><tr><td>Cocoa</td><td>1/2 cup</td></tr></table>""
}",stop
51,Grilled Cheese Sandwhich,"I want to make a dish, Name of the Dish : ""Grilled Cheese Sandwhich"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Cheese Sandwhich,"

{
    ""dishName"": ""Grilled Cheese Sandwhich"",
    ""howTo"": ""Spread butter on one side of each slice of bread. Place one slice of bread, butter side down, in a skillet over medium heat. Layer cheese, then desired toppings, then more cheese, and top with the second slice of bread, butter side up. Grill until lightly golden brown and cheese is melted, about 3-4 minutes per side."",
    ""ingredients"": [
        ""Bread"",
        ""Butter"",
        ""Cheese"",
        ""Toppings""
    ],

    ""requiredQuantity"": ""Bread: 2 slices<br>Butter: 2 tsp<br>Cheese: 2 slices<br>Toppings: as desired""
}",stop
52,Grilled Cheese Sandwhich,"I want to make a dish, Name of the Dish : ""Grilled Cheese Sandwhich"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Cheese Sandwhich,"

{
    ""dishName"": ""Grilled Cheese Sandwhich"",
    ""howTo"": ""1. Preheat a skillet over medium heat. 2. Butter one side of each slice of bread. 3. Place the slices of bread, butter side down, on the skillet. 4. Layer the cheese on one slice of bread. 5. Place the other slice of bread, butter side up, on top of the cheese. 6. Grill the sandwich until the bread is golden brown and the cheese has melted, about 3 minutes per side."",
    ""ingredients"": [
        ""Bread"",
        ""Butter"",
        ""Cheese""
    ],

    ""requiredQuantity"": ""<table><tr><td>Bread</td><td>2 slices</td></tr><tr><td>Butter</td><td>2 teaspoons</td></tr><tr><td>Cheese</td><td>2 slices</td></tr></table>""
}",stop
53,Grilled Cheese Sandwhich,"I want to make a dish, Name of the Dish : ""Grilled Cheese Sandwhich"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Cheese Sandwhich,"

{
    ""dishName"": ""Grilled Cheese Sandwhich"",
    ""howTo"": ""Spread butter on one side of each slice of bread. Place one slice of bread, butter side down, on a hot skillet. Place cheese slices on top of the bread. Top with the other slice of bread, butter side up. Grill until golden brown and cheese is melted, about 2-3 minutes per side."",
    ""ingredients"": [
        ""Bread"",
        ""Butter"",
        ""Cheese""
    ],

    ""requiredQuantity"": ""Bread: 2 slices<br>Butter: 2 teaspoons<br>Cheese: 2 slices""
}",stop
54,Tandoori Chicken,"I want to make a dish, Name of the Dish : ""Tandoori Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Tandoori Chicken,"

{
    ""dishName"": ""Tandoori Chicken"",
    ""howTo"": ""Marinate the chicken with yogurt, garlic, ginger, garam masala, cumin, coriander, cayenne pepper, paprika, lemon juice, and salt. Refrigerate for at least 2 hours. Preheat oven to 400°F. Place chicken on a greased baking sheet and bake for 25 minutes. Heat a grill pan over medium-high heat. Place chicken on the grill pan and cook for 5 minutes per side. Serve with lemon wedges."",
    ""ingredients"": [
        ""Chicken"",
        ""Yogurt"",
        ""Garlic"",
        ""Ginger"",
        ""Garam Masala"",
        ""Cumin"",
        ""Coriander"",
        ""Cayenne Pepper"",
        ""Paprika"",
        ""Lemon Juice"",
        ""Salt"",
        ""Lemon Wedges""
    ],

    ""requiredQuantity"": ""Chicken - 1 kg<br>Yogurt - 1 cup<br>Garlic - 2 cloves<br>Ginger - 1 tsp<br>Garam Masala - 1 tsp<br>Cumin - 1 tsp<br>Coriander - 1 tsp<br>Cayenne Pepper - 1/2 tsp<br>Paprika - 1 tsp<br>Lemon Juice - 2 tbsp<br>Salt - 1 tsp<br>Lemon Wedges - 2""
}",stop
55,Tandoori Chicken,"I want to make a dish, Name of the Dish : ""Tandoori Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Tandoori Chicken,"

{
    ""dishName"": ""Tandoori Chicken"",
    ""howTo"": ""Marinate chicken with yogurt, ginger garlic paste, red chilli powder, garam masala, cumin powder, coriander powder, turmeric powder, lemon juice, and salt. Heat the tandoor and cook the marinated chicken for 15 minutes. Serve hot with onion rings and lemon wedges."",
    ""ingredients"": [
        ""Chicken"",
        ""Yogurt"",
        ""Ginger Garlic Paste"",
        ""Red Chilli Powder"",
        ""Garam Masala"",
        ""Cumin Powder"",
        ""Coriander Powder"",
        ""Turmeric Powder"",
        ""Lemon Juice"",
        ""Salt""
    ],

    ""requiredQuantity"": ""Chicken: 500 gms<br>Yogurt: 1 cup<br>Ginger Garlic Paste: 2 tsp<br>Red Chilli Powder: 1 tsp<br>Garam Masala: 1 tsp<br>Cumin Powder: 1 tsp<br>Coriander Powder: 1 tsp<br>Turmeric Powder: 1/2 tsp<br>Lemon Juice: 2 tsp<br>Salt: as per taste""
}",stop
56,Tandoori Chicken,"I want to make a dish, Name of the Dish : ""Tandoori Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Tandoori Chicken,"

{
    ""dishName"": ""Tandoori Chicken"",
    ""howTo"": ""Marinate chicken with yogurt, garlic, ginger, garam masala, cumin, coriander, red chili powder, turmeric, lemon juice, and salt. Preheat oven to 375 degrees F (190 degrees C). Place chicken in a shallow baking dish and bake in preheated oven for 30 minutes. Turn chicken and bake for an additional 30 minutes, or until chicken is cooked through and juices run clear."",
    ""ingredients"": [
        ""Chicken"",
        ""Yogurt"",
        ""Garlic"",
        ""Ginger"",
        ""Garam Masala"",
        ""Cumin"",
        ""Coriander"",
        ""Red Chili Powder"",
        ""Turmeric"",
        ""Lemon Juice"",
        ""Salt""
    ],

    ""requiredQuantity"": ""<table><tr><td>Chicken</td><td>1</td></tr><tr><td>Yogurt</td><td>1/2 cup</td></tr><tr><td>Garlic</td><td>2 cloves</td></tr><tr><td>Ginger</td><td>1 teaspoon</td></tr><tr><td>Garam Masala</td><td>1 teaspoon</td></tr><tr><td>Cumin</td><td>1 teaspoon</td></tr><tr><td>Coriander</td><td>1 teaspoon</td></tr><tr><td>Red Chili Powder</td><td>1 teaspoon</td></tr><tr><td>Turmeric</td><td>1 teaspoon</td></tr><tr><td>Lemon Juice</td><td>2 tablespoons</td></tr><tr><td>Salt</td><td>1 teaspoon</td></tr></table>""
}",stop
57,Vegetable Biryani,"I want to make a dish, Name of the Dish : ""Vegetable Biryani"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Vegetable Biryani,"

{
    ""dishName"": ""Vegetable Biryani"",
    ""howTo"": ""Heat oil in a pan. Add cumin seeds, bay leaves, cinnamon stick, cardamom, cloves and sauté for a few seconds. Add chopped onions and fry until golden brown. Add ginger garlic paste and fry for a few minutes. Add chopped tomatoes and cook until soft. Add chopped vegetables and cook for 5 minutes. Add biryani masala, red chilli powder, garam masala powder, coriander powder, turmeric powder and mix well. Add soaked basmati rice and mix well. Add water and salt. Bring it to a boil. Reduce the flame and cook for 15 minutes. Serve hot."",
    ""ingredients"": [
        ""Oil"",
        ""Cumin seeds"",
        ""Bay leaves"",
        ""Cinnamon stick"",
        ""Cardamom"",
        ""Cloves"",
        ""Onions"",
        ""Ginger garlic paste"",
        ""Tomatoes"",
        ""Vegetables"",
        ""Biryani masala"",
        ""Red chilli powder"",
        ""Garam masala powder"",
        ""Coriander powder"",
        ""Turmeric powder"",
        ""Basmati rice"",
        ""Water"",
        ""Salt""
    ],

    ""requiredQuantity"": ""Oil - 2 tbsp<br>Cumin seeds - 1 tsp<br>Bay leaves - 2<br>Cinnamon stick - 1<br>Cardamom - 2<br>Cloves - 4<br>Onions - 2<br>Ginger garlic paste - 1 tsp<br>Tomatoes - 2<br>Vegetables - 2 cups<br>Biryani masala - 1 tsp<br>Red chilli powder - 1/2 tsp<br>Garam masala powder - 1/2 tsp<br>Coriander powder - 1 tsp<br>Turmeric powder - 1/4 tsp<br>Basmati rice - 2 cups<br>Water - 4 cups<br>Salt - to taste""
}",stop
58,Vegetable Biryani,"I want to make a dish, Name of the Dish : ""Vegetable Biryani"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Vegetable Biryani,"

{
    ""dishName"": ""Vegetable Biryani"",
    ""howTo"": ""Heat oil in a pan, add cumin seeds, bay leaves, cinnamon, cloves, cardamom, and fry for a few seconds. Add chopped onions and fry until golden brown. Add ginger garlic paste and fry for a minute. Add chopped tomatoes and fry until it becomes soft. Add chopped vegetables and fry for a few minutes. Add turmeric powder, red chili powder, coriander powder, garam masala, and salt. Fry for a few minutes. Add cooked rice and mix well. Add lemon juice and chopped coriander leaves. Mix well and serve hot."",
    ""ingredients"": [
        ""Oil"",
        ""Cumin seeds"",
        ""Bay leaves"",
        ""Cinnamon"",
        ""Cloves"",
        ""Cardamom"",
        ""Onion"",
        ""Ginger garlic paste"",
        ""Tomato"",
        ""Vegetables"",
        ""Turmeric powder"",
        ""Red chili powder"",
        ""Coriander powder"",
        ""Garam masala"",
        ""Salt"",
        ""Rice"",
        ""Lemon juice"",
        ""Coriander leaves""
    ],

    ""requiredQuantity"": ""Oil - 2 tbsp<br>Cumin seeds - 1 tsp<br>Bay leaves - 2<br>Cinnamon - 1 inch<br>Cloves - 4<br>Cardamom - 2<br>Onion - 1<br>Ginger garlic paste - 1 tsp<br>Tomato - 1<br>Vegetables - 1 cup<br>Turmeric powder - 1/4 tsp<br>Red chili powder - 1 tsp<br>Coriander powder - 1 tsp<br>Garam masala - 1/2 tsp<br>Salt - to taste<br>Rice - 2 cups<br>Lemon juice - 1 tbsp<br>Coriander leaves - 2 tbsp""
}",stop
59,Vegetable Biryani,"I want to make a dish, Name of the Dish : ""Vegetable Biryani"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Vegetable Biryani,"

{
    ""dishName"": ""Vegetable Biryani"",
    ""howTo"": ""Heat oil in a pan. Add bay leaves, cinnamon, cardamom, cloves, and cumin seeds. Add chopped onions and fry until golden brown. Add ginger garlic paste and fry for a few minutes. Add chopped tomatoes and cook until they become soft. Add all the vegetables and fry for a few minutes. Add salt, red chilli powder, coriander powder, turmeric powder, garam masala, and mix well. Add the soaked basmati rice and mix well. Add 3 cups of water and bring it to a boil. Cover the pan and cook on low flame for 15 minutes. Garnish with coriander leaves and serve hot."",
    ""ingredients"": [
        ""Oil"",
        ""Bay leaves"",
        ""Cinnamon"",
        ""Cardamom"",
        ""Cloves"",
        ""Cumin seeds"",
        ""Onions"",
        ""Ginger garlic paste"",
        ""Tomatoes"",
        ""Vegetables"",
        ""Salt"",
        ""Red chilli powder"",
        ""Coriander powder"",
        ""Turmeric powder"",
        ""Garam masala"",
        ""Basmati rice"",
        ""Coriander leaves""
    ],

    ""requiredQuantity"": ""Oil - 2 tbsp<br>Bay leaves - 2<br>Cinnamon - 1 inch<br>Cardamom - 2<br>Cloves - 3<br>Cumin seeds - 1 tsp<br>Onions - 2<br>Ginger garlic paste - 1 tsp<br>Tomatoes - 2<br>Vegetables - 2 cups<br>Salt - to taste<br>Red chilli powder - 1 tsp<br>Coriander powder - 1 tsp<br>Turmeric powder - 1/4 tsp<br>Garam masala - 1/2 tsp<br>Basmati rice - 1 cup<br>Coriander leaves - for garnishing""
}",stop
